host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_days_active,host_years_active,days_since_last_review,price_per_person,availability_rate_30,availability_rate_365,people_per_bedroom,amenities_count,has_wifi,has_kitchen,has_air_conditioning,has_heating,has_washer,has_dryer,has_free_parking,has_gym,has_pool,has_hot_tub,has_breakfast,has_laptop_friendly,has_tv,has_cable_tv,has_internet,has_wireless_internet,has_essentials,has_shampoo,has_hair_dryer,has_iron,has_hangers,has_self_check_in,has_keypad,has_lockbox,has_private_entrance,has_dedicated_workspace,tech_amenities_count,comfort_amenities_count,convenience_amenities_count,luxury_amenities_count,name_length,name_word_count,name_luxury_score,name_location_score,name_mentions_apartment,name_mentions_house,name_mentions_studio,name_mentions_loft,name_mentions_room,name_comfort_score,name_mentions_private,name_mentions_entire,name_view_score,desc_length,desc_word_count,desc_sentence_count,avg_word_length,desc_char_diversity,desc_readability,desc_sentiment_score,desc_emotional_score,desc_location_mentions,desc_transport_mentions,desc_experience_score,desc_facility_mentions,desc_business_score,desc_safety_mentions,desc_cleanliness_score,desc_urgency_score,desc_capitals_ratio,desc_exclamation_count,desc_luxury_themes_score,desc_location_themes_score,desc_comfort_themes_score,desc_space_themes_score,desc_amenity_themes_score,desc_experience_themes_score,text_intelligence_score,text_appeal_percentile,host_response_time_encoded,property_type_Boat,property_type_Camper/RV,property_type_Campsite,property_type_Casa particular,property_type_Dome,property_type_Entire bungalow,property_type_Entire cabin,property_type_Entire chalet,property_type_Entire condo,property_type_Entire cottage,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Entire villa,property_type_Farm stay,property_type_Houseboat,property_type_Hut,property_type_Private room,property_type_Private room in barn,property_type_Private room in bed and breakfast,property_type_Private room in bungalow,property_type_Private room in casa particular,property_type_Private room in condo,property_type_Private room in cottage,property_type_Private room in farm stay,property_type_Private room in guest suite,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in serviced apartment,property_type_Private room in shipping container,property_type_Private room in tent,property_type_Private room in tiny home,property_type_Private room in townhouse,property_type_Religious building,property_type_Room in aparthotel,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in condo,property_type_Shared room in home,property_type_Shared room in rental unit,property_type_Shared room in serviced apartment,property_type_Shared room in townhouse,property_type_Shepherd’s hut,property_type_Shipping container,property_type_Tent,property_type_Tiny home,property_type_Treehouse,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_cleansed_Ardwick,neighbourhood_cleansed_Baguley,neighbourhood_cleansed_Bolton District,neighbourhood_cleansed_Bradford,neighbourhood_cleansed_Brooklands,neighbourhood_cleansed_Burnage,neighbourhood_cleansed_Bury District,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Cheetham,neighbourhood_cleansed_Chorlton,neighbourhood_cleansed_Chorlton Park,neighbourhood_cleansed_City Centre,neighbourhood_cleansed_Crumpsall,neighbourhood_cleansed_Didsbury East,neighbourhood_cleansed_Didsbury West,neighbourhood_cleansed_Fallowfield,neighbourhood_cleansed_Gorton North,neighbourhood_cleansed_Gorton South,neighbourhood_cleansed_Harpurhey,neighbourhood_cleansed_Higher Blackley,neighbourhood_cleansed_Hulme,neighbourhood_cleansed_Levenshulme,neighbourhood_cleansed_Longsight,neighbourhood_cleansed_Miles Platting and Newton Heath,neighbourhood_cleansed_Moss Side,neighbourhood_cleansed_Moston,neighbourhood_cleansed_Northenden,neighbourhood_cleansed_Old Moat,neighbourhood_cleansed_Oldham District,neighbourhood_cleansed_Rochdale District,neighbourhood_cleansed_Rusholme,neighbourhood_cleansed_Salford District,neighbourhood_cleansed_Sharston,neighbourhood_cleansed_Stockport District,neighbourhood_cleansed_Tameside District,neighbourhood_cleansed_Trafford District,neighbourhood_cleansed_Whalley Range,neighbourhood_cleansed_Wigan District,neighbourhood_cleansed_Withington,neighbourhood_cleansed_Woodhouse Park,neighbourhood_group_cleansed_Bury,neighbourhood_group_cleansed_Manchester,neighbourhood_group_cleansed_Oldham,neighbourhood_group_cleansed_Rochdale,neighbourhood_group_cleansed_Salford,neighbourhood_group_cleansed_Stockport,neighbourhood_group_cleansed_Tameside,neighbourhood_group_cleansed_Trafford,neighbourhood_group_cleansed_Wigan,text_appeal_category_High,text_appeal_category_Low,text_appeal_category_Medium,text_appeal_category_Premium
0.0,0.0,0,2.0,1,1,53.46659,-2.15868,1,1.0,1.0,1.0,71.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0,2,0,0.029880479,1004.0,2.7488022,913.0,71.0,1.0,1.0,1.0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,32,5,0,0,0,1,0,0,1,0,0,0,0,60,9,1,5.7777777,0.35,0.0,1.0,0,0,0,0,0,0,0,0,0,0.016666668,0,0,1,1,0,0,0,8.2,17.815691,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100.0,93.0,1,1.0,1,1,53.47,-2.2764,2,1.0,1.0,1.0,56.0,91,4.82,4.91,4.8,4.88,4.89,4.69,4.77,0,1,1,0,0,0.93047035,2934.0,8.032854,16.0,28.0,0.4,0.043835618,2.0,25,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,2,3,3,1,47,8,0,1,1,0,0,0,0,0,0,0,0,517,76,4,5.8157897,0.07156673,0.0,-0.13157895,0,3,1,0,2,0,1,0,0,0.065764025,0,0,1,0,0,1,0,9.336843,29.331562,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100.0,100.0,0,41.0,1,1,53.47674,-2.23969,6,1.0,2.0,3.0,120.0,69,4.61,4.67,4.75,4.74,4.71,4.87,4.49,1,33,33,0,0,0.58146065,3560.0,9.746749,16.0,20.0,0.56666666,0.92054796,3.0,37,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,2,4,4,1,29,5,0,0,0,0,0,0,0,0,0,0,0,519,79,5,5.5822783,0.06358381,0.0,0.886076,2,3,0,3,1,0,0,1,0,0.03468208,0,0,1,1,1,1,2,16.572151,98.99315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
98.0,100.0,1,16.0,1,1,53.48326,-2.29849,2,1.0,1.0,1.0,24.0,47,4.81,4.83,4.79,4.87,4.89,4.64,4.74,1,15,0,13,2,0.38566738,3656.0,10.0095825,15.0,12.0,0.7,0.8657534,2.0,44,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,2,4,5,1,47,8,0,1,0,0,0,0,0,0,0,0,0,547,82,10,5.6829267,0.06032907,0.0,0.24390244,0,2,1,0,6,0,0,1,0,0.049360145,0,0,2,1,0,3,0,13.087805,78.56244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100.0,77.0,1,2.0,1,1,53.48504,-2.21982,2,1.0,1.0,1.0,41.0,25,5.0,5.0,4.96,5.0,5.0,4.84,4.92,0,2,1,1,0,0.2126453,3527.0,9.6564,3.0,20.5,0.53333336,0.052054796,2.0,47,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,4,4,1,50,8,0,0,0,0,0,0,1,0,0,0,0,519,90,3,4.7777777,0.06743738,0.0,0.11111111,0,1,1,0,1,0,0,0,0,0.015414258,2,0,0,1,0,1,0,10.222222,39.93847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97.0,100.0,0,516.0,1,1,53.47894,-2.27957,3,2.0,1.0,2.0,37.0,59,4.32,4.53,4.56,4.61,4.47,4.22,4.27,1,95,95,0,0,0.43467584,4072.0,11.148528,16.0,12.333333,0.8333333,0.7123288,3.0,29,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2,4,3,1,41,5,0,0,1,0,0,0,0,0,0,0,0,423,72,3,4.888889,0.07328605,0.0,0.5555556,0,0,0,2,1,0,0,0,0,0.01891253,2,1,3,1,1,1,1,12.911111,76.26905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100.0,95.0,0,1.0,1,1,53.533394,-2.0019817,4,1.0,2.0,4.0,69.0,99,4.54,4.58,4.61,4.74,4.82,4.76,4.54,1,1,1,0,0,0.68909514,4310.0,11.800137,13.0,17.25,0.53333336,0.29863015,2.0,65,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,4,4,1,48,8,0,0,0,0,0,0,0,0,0,0,1,124,18,1,5.9444447,0.18548387,0.0,0.0,0,1,0,0,0,0,0,0,0,0.04032258,0,0,0,0,0,0,0,10.3,40.80548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,1.0,1,0,53.55436,-2.11942,1,1.5,1.0,1.0,35.0,29,4.62,4.76,4.34,4.66,4.76,4.86,4.59,0,1,0,1,0,0.30774674,2827.0,7.7399044,107.0,35.0,0.73333335,0.06027397,1.0,17,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,26,4,0,1,0,0,0,0,0,0,0,0,0,179,27,3,5.6666665,0.16759777,0.0,-0.37037036,0,2,0,0,0,1,0,0,0,0.016759777,0,0,0,1,0,0,0,6.259259,5.3419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
100.0,97.0,0,2.0,1,1,53.627853,-2.252051,2,1.0,1.0,1.0,194.0,46,4.89,4.91,5.0,4.83,4.76,4.85,4.67,1,2,2,0,0,0.5869843,2351.0,6.436687,9.0,97.0,0.46666667,0.8630137,2.0,58,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,2,4,5,2,36,6,1,0,0,0,0,0,0,0,0,0,0,491,87,5,4.6551723,0.06924643,3.5734828,0.3448276,2,1,0,2,1,0,0,0,0,0.01629328,0,1,0,0,0,1,2,16.889656,99.37072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
100.0,100.0,1,62.0,1,1,53.50505,-2.17013,6,1.0,2.0,4.0,79.0,47,4.98,5.0,4.94,5.0,4.98,4.79,4.87,0,4,4,0,0,0.36901334,3821.0,10.461328,19.0,13.166667,0.8666667,0.7479452,3.0,56,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,4,5,1,48,10,0,0,0,0,0,0,0,0,0,0,0,492,71,3,5.943662,0.07113821,0.0,0.28169015,1,2,2,0,2,1,0,0,0,0.046747968,0,0,2,0,1,2,1,12.163381,66.3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100.0,98.0,1,2.0,1,1,53.45182,-2.25456,8,2.0,4.0,4.0,160.0,230,4.93,4.89,4.93,4.95,4.99,4.8,4.81,0,2,2,0,0,1.5699658,4395.0,12.032854,74.0,20.0,0.33333334,0.82191783,2.0,57,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,2,3,3,1,50,8,0,0,0,1,0,0,0,0,0,0,0,485,86,5,4.6511626,0.06185567,3.8443255,0.11627907,0,2,1,0,2,0,2,0,0,0.026804123,1,0,2,0,0,2,0,10.032558,37.652077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90.0,100.0,1,1.0,0,1,53.42609,-2.32344,2,1.5,1.0,1.0,44.0,84,4.82,4.85,4.76,4.92,4.94,4.79,4.82,0,1,1,0,0,2.50497,1006.0,2.754278,37.0,22.0,0.9,0.20547946,2.0,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,1,1,47,9,0,1,0,0,0,0,1,0,0,0,0,56,8,1,6.125,0.375,0.0,0.0,1,0,0,0,0,0,0,0,0,0.017857144,0,0,0,0,0,0,0,7.0,8.872885,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100.0,94.0,0,1.0,1,1,53.488705,-2.0907826,6,1.0,2.0,3.0,65.0,40,4.58,4.75,4.4,4.85,4.95,4.6,4.58,0,1,1,0,0,1.2060301,995.0,2.7241616,9.0,10.833333,0.2,0.7917808,3.0,34,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,4,1,19,3,0,0,1,0,0,0,0,0,0,0,0,527,89,7,4.9325843,0.0626186,3.6356742,0.11235955,1,1,3,0,2,0,0,0,1,0.0151802655,0,0,0,0,0,0,1,9.824719,35.155922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100.0,100.0,1,1.0,1,1,53.52221,-2.24515,1,1.0,1.0,1.0,27.0,73,4.93,4.92,4.84,4.96,4.97,4.82,4.9,0,1,0,1,0,2.201005,995.0,2.7241616,44.0,27.0,0.0,0.4520548,1.0,20,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,49,9,0,1,0,0,0,0,0,1,0,0,0,230,31,2,6.451613,0.1173913,0.0,0.32258064,0,2,3,0,2,0,0,0,0,0.02173913,0,0,2,0,0,1,0,6.645161,7.13187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100.0,96.0,1,9.0,1,1,53.51328,-2.28075,8,2.5,4.0,5.0,118.0,7,4.57,4.57,4.57,4.86,4.86,4.71,4.57,1,7,5,2,0,0.10719755,1959.0,5.3634496,49.0,14.75,0.7,0.8575342,1.6,33,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,2,3,4,1,48,8,0,0,0,1,0,0,0,0,0,0,1,525,96,6,4.4791665,0.06285714,7.9725,0.41666666,4,0,0,0,2,0,0,0,0,0.0952381,0,0,1,0,0,2,3,13.733334,85.68032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100.0,98.0,0,119.0,1,1,53.4396,-2.24815,9,2.5,4.0,6.0,191.0,77,4.87,4.86,4.74,4.99,4.97,4.78,4.79,1,28,18,10,0,1.7647059,1309.0,3.5838466,16.0,15.916667,0.6,0.9041096,2.4,52,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,2,4,5,1,46,7,0,0,0,1,0,0,0,1,0,0,0,444,66,5,5.742424,0.074324325,0.0,0.75757575,2,2,1,1,2,0,0,1,0,0.027027028,1,0,2,1,2,1,1,16.315151,98.64355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
100.0,0.0,0,3.0,1,1,53.47258,-2.25368,6,2.0,2.0,2.0,474.0,5,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0,3,3,0,0,0.043706294,3432.0,9.396304,885.0,79.0,1.0,1.0,3.0,31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,2,0,40,6,0,0,0,0,0,0,0,0,0,0,1,272,38,2,6.1842103,0.106617644,0.0,0.2631579,1,2,0,0,1,0,0,0,0,0.05147059,0,1,1,0,0,0,1,8.426316,19.60565,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100.0,29.0,0,1.0,0,1,53.41417,-2.31409,2,1.0,1.0,2.0,91.0,47,5.0,4.98,4.98,4.98,5.0,4.91,4.89,0,1,1,0,0,0.43966323,3207.0,8.780288,39.0,45.5,0.8333333,0.36438355,2.0,56,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,4,3,1,32,4,0,0,1,0,0,0,0,1,0,0,0,464,68,5,5.779412,0.0625,0.0,0.0,1,3,1,0,0,0,0,0,0,0.036637932,0,0,1,1,1,0,1,11.0,50.643265,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
100.0,85.0,1,1.0,1,1,53.6255,-2.3624,2,1.0,0.0,1.0,159.0,131,4.99,4.99,5.0,4.99,5.0,4.98,4.95,0,1,1,0,0,0.7853717,5004.0,13.700206,2.0,79.5,0.26666668,0.17260274,2.0,33,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,1,40,8,1,0,0,0,0,0,0,0,0,0,0,488,80,3,5.1125,0.06557377,0.0,0.125,2,1,0,0,1,0,0,0,0,0.012295082,0,0,0,1,0,1,2,10.25,40.295063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,1,7.0,1,1,53.48455,-2.22811,2,1.0,1.0,1.0,50.0,130,4.86,4.84,4.89,4.81,4.82,4.85,4.68,0,7,1,6,0,1.1697661,3334.0,9.127995,14.0,25.0,0.6666667,0.23013699,2.0,16,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,4,2,0,50,7,0,1,0,0,0,0,1,1,0,0,0,515,95,7,4.431579,0.066019416,11.242684,0.10526316,1,1,3,1,2,0,0,0,0,0.036893204,0,0,3,0,0,2,1,9.010527,26.150188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100.0,89.0,1,7.0,1,1,53.45711,-2.23184,1,1.0,1.0,1.0,24.0,23,4.83,4.87,4.78,4.96,4.87,4.78,4.65,0,7,0,7,0,0.42383292,1628.0,4.457221,57.0,24.0,0.26666668,0.19178082,1.0,43,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,2,4,5,0,48,9,0,1,0,0,0,0,1,0,0,0,0,539,94,5,4.744681,0.06122449,0.638,0.0,0,2,1,2,3,1,0,0,0,0.016697587,0,0,2,0,0,2,1,11.2,53.48902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100.0,95.0,0,3.0,1,1,53.50797,-2.21122,4,1.5,2.0,3.0,79.0,69,4.61,4.68,4.71,4.83,4.9,4.06,4.64,0,3,3,0,0,2.090909,990.0,2.7104723,31.0,19.75,0.6333333,0.30958903,2.0,42,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,2,4,4,1,38,7,0,0,0,1,0,0,0,2,0,0,0,349,59,3,4.9322033,0.100286536,0.0,0.0,0,0,0,0,0,0,0,0,0,0.048710603,0,0,1,0,0,0,0,10.8,47.741573,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
