host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_days_active,host_years_active,days_since_last_review,price_per_person,availability_rate_30,availability_rate_365,people_per_bedroom,amenities_count,has_wifi,has_kitchen,has_air_conditioning,has_heating,has_washer,has_dryer,has_free_parking,has_gym,has_pool,has_hot_tub,has_breakfast,has_laptop_friendly,has_tv,has_cable_tv,has_internet,has_wireless_internet,has_essentials,has_shampoo,has_hair_dryer,has_iron,has_hangers,has_self_check_in,has_keypad,has_lockbox,has_private_entrance,has_dedicated_workspace,tech_amenities_count,comfort_amenities_count,convenience_amenities_count,luxury_amenities_count,name_length,name_word_count,name_luxury_score,name_location_score,name_mentions_apartment,name_mentions_house,name_mentions_studio,name_mentions_loft,name_mentions_room,name_comfort_score,name_mentions_private,name_mentions_entire,name_view_score,desc_length,desc_word_count,desc_sentence_count,avg_word_length,desc_char_diversity,desc_readability,desc_sentiment_score,desc_emotional_score,desc_location_mentions,desc_transport_mentions,desc_experience_score,desc_facility_mentions,desc_business_score,desc_safety_mentions,desc_cleanliness_score,desc_urgency_score,desc_capitals_ratio,desc_exclamation_count,desc_luxury_themes_score,desc_location_themes_score,desc_comfort_themes_score,desc_space_themes_score,desc_amenity_themes_score,desc_experience_themes_score,text_intelligence_score,text_appeal_percentile,host_response_time_encoded,property_type_Boat,property_type_Camper/RV,property_type_Campsite,property_type_Casa particular,property_type_Dome,property_type_Entire bungalow,property_type_Entire cabin,property_type_Entire chalet,property_type_Entire condo,property_type_Entire cottage,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Entire villa,property_type_Farm stay,property_type_Houseboat,property_type_Hut,property_type_Private room,property_type_Private room in barn,property_type_Private room in bed and breakfast,property_type_Private room in bungalow,property_type_Private room in casa particular,property_type_Private room in condo,property_type_Private room in cottage,property_type_Private room in farm stay,property_type_Private room in guest suite,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in serviced apartment,property_type_Private room in shipping container,property_type_Private room in tent,property_type_Private room in tiny home,property_type_Private room in townhouse,property_type_Religious building,property_type_Room in aparthotel,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in condo,property_type_Shared room in home,property_type_Shared room in rental unit,property_type_Shared room in serviced apartment,property_type_Shared room in townhouse,property_type_Shepherd’s hut,property_type_Shipping container,property_type_Tent,property_type_Tiny home,property_type_Treehouse,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_cleansed_Ardwick,neighbourhood_cleansed_Baguley,neighbourhood_cleansed_Bolton District,neighbourhood_cleansed_Bradford,neighbourhood_cleansed_Brooklands,neighbourhood_cleansed_Burnage,neighbourhood_cleansed_Bury District,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Cheetham,neighbourhood_cleansed_Chorlton,neighbourhood_cleansed_Chorlton Park,neighbourhood_cleansed_City Centre,neighbourhood_cleansed_Crumpsall,neighbourhood_cleansed_Didsbury East,neighbourhood_cleansed_Didsbury West,neighbourhood_cleansed_Fallowfield,neighbourhood_cleansed_Gorton North,neighbourhood_cleansed_Gorton South,neighbourhood_cleansed_Harpurhey,neighbourhood_cleansed_Higher Blackley,neighbourhood_cleansed_Hulme,neighbourhood_cleansed_Levenshulme,neighbourhood_cleansed_Longsight,neighbourhood_cleansed_Miles Platting and Newton Heath,neighbourhood_cleansed_Moss Side,neighbourhood_cleansed_Moston,neighbourhood_cleansed_Northenden,neighbourhood_cleansed_Old Moat,neighbourhood_cleansed_Oldham District,neighbourhood_cleansed_Rochdale District,neighbourhood_cleansed_Rusholme,neighbourhood_cleansed_Salford District,neighbourhood_cleansed_Sharston,neighbourhood_cleansed_Stockport District,neighbourhood_cleansed_Tameside District,neighbourhood_cleansed_Trafford District,neighbourhood_cleansed_Whalley Range,neighbourhood_cleansed_Wigan District,neighbourhood_cleansed_Withington,neighbourhood_cleansed_Woodhouse Park,neighbourhood_group_cleansed_Bury,neighbourhood_group_cleansed_Manchester,neighbourhood_group_cleansed_Oldham,neighbourhood_group_cleansed_Rochdale,neighbourhood_group_cleansed_Salford,neighbourhood_group_cleansed_Stockport,neighbourhood_group_cleansed_Tameside,neighbourhood_group_cleansed_Trafford,neighbourhood_group_cleansed_Wigan,text_appeal_category_High,text_appeal_category_Low,text_appeal_category_Medium,text_appeal_category_Premium
100.0,99.0,1,7.0,1,1,53.478195,-2.2398677,6,2.0,2.0,3.0,238.0,19,4.63,4.74,4.79,4.68,4.63,4.58,4.37,0,7,7,0,0,1.4503816,393.0,1.0759754,30.0,39.666668,0.8333333,0.6849315,3.0,38,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,4,4,1,47,7,0,0,1,0,0,0,0,1,0,0,0,499,78,3,5.4102564,0.068136275,0.0,0.25641027,0,0,1,1,4,0,0,0,0,0.03006012,0,1,0,2,0,2,0,12.912821,76.32499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
97.0,100.0,0,516.0,1,1,53.45821,-2.28514,2,1.0,1.0,1.0,44.0,18,4.56,4.67,4.89,4.61,4.67,4.39,4.44,1,95,95,0,0,0.13261297,4072.0,11.148528,24.0,22.0,0.76666665,0.7150685,2.0,31,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,2,4,4,1,47,8,0,0,0,0,0,0,0,0,0,0,0,476,75,3,5.36,0.065126054,0.0,0.26666668,0,2,1,2,1,0,0,0,0,0.018907564,0,0,1,1,1,0,1,12.333333,68.90645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
100.0,100.0,0,1.0,1,1,53.40087,-2.29527,8,1.5,3.0,3.0,123.0,5,5.0,5.0,4.8,5.0,5.0,4.8,4.8,1,1,1,0,0,0.3816794,393.0,1.0759754,39.0,15.375,0.73333335,0.95342463,2.6666667,38,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,4,5,1,48,11,0,1,0,0,0,0,0,0,0,0,0,545,100,3,4.46,0.075229354,0.0,0.4,2,2,0,1,4,1,0,0,0,0.108256884,0,0,0,0,2,2,2,14.2,89.812614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
96.0,97.0,0,28.0,1,1,53.48654,-2.31069,1,1.0,1.0,1.0,27.0,2,4.0,4.5,5.0,3.5,2.5,3.0,4.0,0,9,6,3,0,0.015873017,3780.0,10.349076,58.0,27.0,0.0,0.72328764,1.0,28,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2,3,4,1,32,5,0,0,0,0,0,0,1,0,0,0,0,262,43,2,5.116279,0.129771,0.0,0.23255815,1,0,1,0,1,0,0,0,0,0.03816794,3,0,1,0,0,0,1,10.665116,45.90267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99.0,100.0,0,20.0,1,1,53.4879,-2.2112,9,1.5,4.0,5.0,93.0,45,4.8,4.82,4.78,4.87,4.91,4.82,4.78,1,15,15,0,0,0.47335204,2852.0,7.8083506,18.0,10.333333,0.43333334,0.6520548,2.25,56,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,2,3,4,1,50,9,0,0,0,0,0,0,0,1,0,0,0,333,55,1,5.072727,0.1021021,0.0,0.18181819,2,2,0,0,3,0,1,0,0,0.08708709,1,0,2,0,1,2,1,12.363636,69.28402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100.0,68.0,0,3.0,1,1,53.47181,-2.26074,2,1.0,1.0,1.0,74.0,1,4.0,5.0,5.0,3.0,4.0,5.0,5.0,0,3,3,0,0,0.049261082,609.0,1.6673511,208.0,37.0,0.96666664,0.3260274,2.0,43,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,2,4,4,0,40,8,0,0,0,0,0,0,0,0,0,0,0,544,88,2,5.193182,0.06985294,0.0,0.3409091,2,1,2,0,1,0,0,0,0,0.09375,0,0,1,0,0,1,1,11.081819,51.89484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
94.0,83.0,0,38.0,1,1,53.52017,-2.2322826,9,2.0,4.0,6.0,161.0,3,4.67,4.67,4.33,4.67,5.0,4.67,4.67,0,5,5,0,0,0.09677419,930.0,2.5462012,32.0,16.1,0.56666666,0.63013697,2.0,38,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,2,3,5,1,46,9,0,1,0,1,0,0,0,0,0,0,0,514,87,2,4.9195404,0.108949415,0.0,0.4597701,1,2,0,0,4,1,0,1,0,0.087548636,0,0,0,0,2,4,1,13.11954,78.94001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
100.0,100.0,1,1.0,1,1,53.46764,-2.26142,5,2.0,2.0,2.0,147.0,23,4.91,4.96,4.91,4.91,5.0,4.83,4.83,1,1,1,0,0,1.7557251,393.0,1.0759754,109.0,29.4,0.8666667,0.46027398,2.5,58,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,2,4,5,1,50,6,0,0,1,0,0,0,1,0,0,1,0,507,82,3,5.1707315,0.0729783,0.0,0.36585367,1,2,1,2,0,0,0,0,0,0.025641026,2,0,1,0,2,0,0,13.531708,83.61069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
96.0,97.0,0,28.0,1,1,53.4877,-2.3114135,2,1.0,1.0,1.0,41.0,4,4.75,4.75,4.75,5.0,4.5,4.5,4.5,0,9,6,3,0,0.031746034,3780.0,10.349076,168.0,20.5,0.0,0.6328767,2.0,29,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2,3,4,1,32,5,0,0,0,0,0,0,1,0,0,0,0,262,43,2,5.116279,0.129771,0.0,0.23255815,1,0,1,0,1,0,0,0,0,0.03816794,3,0,1,0,0,0,1,10.665116,45.90267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100.0,68.0,0,3.0,1,1,53.47135,-2.25805,2,1.0,1.0,1.0,67.0,9,4.89,4.89,4.89,4.89,4.89,4.78,4.78,0,3,3,0,0,0.44334975,609.0,1.6673511,39.0,33.5,0.2,0.063013695,2.0,44,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,2,4,4,0,38,8,0,0,0,0,0,0,0,0,0,0,0,439,71,2,5.197183,0.08656036,0.0,0.4225352,2,1,0,0,1,0,0,0,1,0.1047836,0,0,1,0,0,0,1,11.24507,54.216194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20.0,27.0,0,1.0,1,1,53.47528,-2.29373,2,1.0,1.0,1.0,104.0,3,4.67,5.0,4.67,4.33,5.0,4.67,5.0,0,1,1,0,0,0.22959183,392.0,1.0732375,269.0,52.0,0.96666664,0.47945204,2.0,7,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,27,4,1,0,1,0,0,0,0,0,0,0,0,48,9,1,4.4444447,0.41666666,15.665,1.0,0,0,0,1,0,0,0,0,0,0.020833334,0,0,0,0,0,0,0,8.0,16.319395,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
100.0,97.0,0,1.0,1,1,53.391438,-2.3221366,5,1.0,3.0,4.0,143.0,18,5.0,5.0,5.0,4.94,5.0,4.89,4.89,0,1,1,0,0,1.3775511,392.0,1.0732375,58.0,28.6,0.0,0.5178082,1.6666666,42,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,2,3,4,0,45,7,0,0,0,0,0,0,0,0,0,0,0,513,82,4,5.268293,0.06042885,0.0,0.4878049,2,2,0,0,2,0,0,0,0,0.029239766,0,0,0,0,0,2,1,10.77561,47.154243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100.0,100.0,0,7.0,1,1,53.408783,-2.161741,2,1.0,1.0,1.0,98.0,3,4.67,4.67,4.33,5.0,5.0,4.67,4.0,1,7,7,0,0,0.018781302,4792.0,13.119781,107.0,49.0,1.0,1.0,2.0,46,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,2,4,4,1,49,9,0,1,0,0,0,0,0,1,0,0,0,511,80,5,5.4,0.06066536,0.0,0.25,2,1,4,1,0,0,0,0,0,0.019569471,1,0,2,0,0,0,2,13.5,83.27507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
93.0,74.0,0,14.0,1,1,53.61709,-2.14874,2,2.0,1.0,1.0,30.0,20,4.8,4.75,4.9,4.85,4.75,4.75,4.7,0,10,0,10,0,0.913242,657.0,1.7987679,66.0,15.0,0.96666664,0.7369863,2.0,13,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,26,5,0,0,0,1,0,0,0,0,0,0,0,54,9,1,5.111111,0.35185185,4.385,1.0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,1,0,0,10.6,45.091595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100.0,100.0,1,4.0,1,1,53.44981,-2.2407,5,1.0,3.0,3.0,80.0,27,4.85,4.78,4.81,4.96,4.93,4.74,4.74,1,3,3,0,0,1.5697675,516.0,1.412731,7.0,16.0,0.3,0.9260274,1.6666666,51,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,4,5,1,47,7,0,0,0,0,0,0,0,0,0,0,0,368,67,2,4.5074625,0.14673913,0.0,-0.14925373,0,1,0,0,1,0,0,0,1,0.13043478,0,0,1,0,0,0,0,10.5014925,43.909943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100.0,100.0,0,2.0,1,0,53.52024,-2.1742,5,2.0,3.0,3.0,342.0,2,4.5,5.0,5.0,5.0,5.0,5.0,4.5,1,2,2,0,0,0.15151516,396.0,1.0841889,156.0,68.4,0.96666664,0.9972603,1.6666666,23,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,3,4,0,50,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,9.0,25.786604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100.0,96.0,0,12.0,1,1,53.55546,-2.29635,9,2.5,4.0,6.0,86.0,20,4.5,4.6,4.7,4.8,4.7,4.55,4.5,1,6,6,0,0,1.1320754,530.0,1.4510609,18.0,7.818182,0.6333333,0.46027398,2.2,42,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,2,3,5,1,40,6,0,0,1,0,0,0,0,0,0,0,0,323,48,3,5.75,0.095975235,0.0,0.8333333,1,0,0,1,2,0,0,0,0,0.16408668,0,0,0,0,1,1,1,13.266666,80.71598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100.0,92.0,1,1.0,1,1,53.632328,-2.3145697,4,1.5,2.0,3.0,109.0,39,4.95,5.0,4.9,4.87,5.0,4.87,4.95,0,1,1,0,0,0.33893394,3452.0,9.451061,3.0,27.25,0.36666667,0.81369865,2.0,56,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,2,3,5,1,50,8,0,0,0,0,0,0,0,0,0,0,0,499,86,5,4.8139534,0.07014028,1.0899069,0.23255815,0,3,0,0,1,2,0,0,0,0.028056113,0,0,0,1,1,1,0,11.265117,54.425953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
100.0,74.0,1,2.0,1,1,53.52745,-2.66573,2,1.0,1.0,1.0,34.0,12,4.92,5.0,5.0,4.75,5.0,5.0,4.92,0,2,0,2,0,0.25732666,1399.0,3.8302534,30.0,17.0,0.93333334,0.99452055,2.0,20,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,3,1,30,5,0,0,0,0,0,0,1,1,0,0,0,456,80,6,4.7125,0.0745614,6.731167,0.5,1,0,2,1,4,1,0,1,0,0.021929825,2,0,0,2,1,3,0,11.6,58.85191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,100.0,0,47.0,1,1,53.46093,-2.281852,3,1.0,1.0,1.0,78.0,30,4.93,5.0,5.0,4.93,5.0,4.93,4.8,1,14,14,0,0,0.22365806,4024.0,11.017112,9.0,26.0,0.033333335,0.5369863,3.0,35,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,2,4,5,0,37,7,0,0,1,0,0,0,0,0,0,0,0,483,85,2,4.6941175,0.07453416,0.0,0.0,2,1,1,0,1,0,0,0,0,0.045548655,2,0,1,0,0,2,1,11.2,53.48902,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
100.0,95.0,1,2.0,1,1,53.50416,-2.1782,5,1.0,3.0,3.0,105.0,5,4.8,4.8,4.8,5.0,5.0,4.8,4.8,1,1,1,0,0,0.18404908,815.0,2.2313483,37.0,21.0,0.6333333,0.92876714,1.6666666,48,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,2,4,4,1,50,5,0,0,0,1,0,0,0,0,0,0,0,494,78,5,5.3461537,0.06477733,0.0,0.0,0,1,1,0,3,0,1,0,0,0.0708502,0,0,1,0,0,3,0,10.6,44.72801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98.0,100.0,1,7.0,1,1,53.472755,-2.1500018,2,2.0,1.0,1.0,41.0,46,4.63,4.76,4.67,4.96,4.8,4.52,4.59,1,7,2,5,0,1.7829458,774.0,2.1190965,77.0,20.5,0.0,0.20821919,2.0,40,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,4,3,1,45,9,0,0,0,0,0,0,1,0,0,0,0,590,100,1,4.91,0.06949153,0.0,0.0,0,1,1,0,1,1,0,0,0,0.07118644,0,0,0,0,0,1,0,8.6,21.661306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
